"REF_DATE","GEO","DGUID","Fuel type","Vehicle type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-04","Prince Edward Island","2016A000211","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719140","3.4.1.1","59","","","","0"
"2023-07","Prince Edward Island","2016A000211","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719140","3.4.1.1","92","","","","0"
"2023-10","Prince Edward Island","2016A000211","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719140","3.4.1.1","100","","","","0"
"2024-01","Prince Edward Island","2016A000211","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719140","3.4.1.1","47","","","","0"
"2017-01","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","0","","","","0"
"2017-04","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","0","","","","0"
"2017-07","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","0","","","","0"
"2017-10","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","0","","","","0"
"2018-01","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","2","","","","0"
"2018-04","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","2","","","","0"
"2018-07","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","4","","","","0"
"2018-10","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","1","","","","0"
"2019-01","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","3","","","","0"
"2019-04","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","6","","","","0"
"2019-07","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","12","","","","0"
"2019-10","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","3","","","","0"
"2020-01","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","1","","","","0"
"2020-04","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","1","","","","0"
"2020-07","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","12","","","","0"
"2020-10","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","1","","","","0"
"2021-01","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","6","","","","0"
"2021-04","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","2","","","","0"
"2021-07","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","29","","","","0"
"2021-10","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","5","","","","0"
"2022-01","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","10","","","","0"
"2022-04","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","10","","","","0"
"2022-07","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","27","","","","0"
"2022-10","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","19","","","","0"
"2023-01","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","14","","","","0"
"2023-04","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","9","","","","0"
"2023-07","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","20","","","","0"
"2023-10","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","14","","","","0"
"2024-01","Prince Edward Island","2016A000211","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719147","3.4.2.1","10","","","","0"
"2017-01","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2017-04","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2017-07","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2017-10","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2018-01","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2018-04","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2018-07","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2018-10","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2019-01","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2019-04","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2019-07","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2019-10","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2020-01","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2020-04","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2020-07","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2020-10","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2021-01","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2021-04","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2021-07","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2021-10","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2022-01","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","0","","","","0"
"2022-04","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","1","","","","0"
"2022-07","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","5","","","","0"
"2022-10","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","1","","","","0"
"2023-01","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","9","","","","0"
"2023-04","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","7","","","","0"
"2023-07","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","14","","","","0"
"2023-10","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","10","","","","0"
"2024-01","Prince Edward Island","2016A000211","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719154","3.4.3.1","5","","","","0"
"2017-01","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","0","","","","0"
"2017-04","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","0","","","","0"
"2017-07","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","0","","","","0"
"2017-10","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","0","","","","0"
"2018-01","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","0","","","","0"
"2018-04","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","1","","","","0"
"2018-07","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","0","","","","0"
"2018-10","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","0","","","","0"
"2019-01","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","1","","","","0"
"2019-04","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","0","","","","0"
"2019-07","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","0","","","","0"
"2019-10","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","1","","","","0"
"2020-01","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","0","","","","0"
"2020-04","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","0","","","","0"
"2020-07","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","7","","","","0"
"2020-10","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","2","","","","0"
"2021-01","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","6","","","","0"
"2021-04","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","0","","","","0"
"2021-07","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","43","","","","0"
"2021-10","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","24","","","","0"
"2022-01","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","21","","","","0"
"2022-04","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","20","","","","0"
"2022-07","Prince Edward Island","2016A000211","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719161","3.4.4.1","29","","","","0"
